full_name,contact_id
"Shiloh Senior Housing, Inc. -  - 513-542-2108",0011N00001FFq1HQAT
"Nba Mountain Falls Apartments II, Inc. -  - 303-830-3300",0011N00001FFq1IQAT
"Prince Edward Graves Homes, Inc. - John Smith",0011N00001FFq1JQAT
Enterprise Housing Cedar Commons Inc. -  - 317-574-4700,0011N00001FFq1KQAT
ISLANDVIEW HOUSING DEV FUND CO - ISLANDVIEW INC - 716-854-1251,0011N00001FFq1LQAT
Knox County Housing Authority -  - 309-342-8129,0011N00001FFq1MQAT
Tehama Village Apartments Investors Limited Partn - George Palermo - 530-587-8164,0011N00001FFq1NQAT
"Florence Terrace, Llc -  - 850-233-0556",0011N00001FFq1OQAT
Realhoundcom - Andrew Blount - 949-922-2639,0011N00001FFq1PQAT
Spectrum Management Ltd -  - 419-882-6030,0011N00001FFq1QQAT
Darren M. Niermann and Tonya R. Niermann -  - 417-276-2550,0011N00001FFq1RQAT
"The Hurford House, Inc. -  - 574-234-9923",0011N00001FFq1SQAT
BROADMOOR MANAGEMENT CO. -  - 402-392-1800,0011N00001FFq1TQAT
Commonworks - ,0011N00001FFq1UQAT
Medley Park Limited Partnership -  - 612-202-2163,0011N00001FFq1VQAT
Arnel Property Management - George Argyros - 714-434-5100,0011N00001FFq1WQAT
"Midcity
MIDCITY
MIDCITY
MIDCITY
MIDCITY - Upton Associates - 301-562-1600",0011N00001FFq1XQAT
Tri-Star Management -  - 337-497-1700,0011N00001FFq1YQAT
Berkadia Real Estate Advisors - Shane Shafer,0011N00001FFq1ZQAT
First American Exchange Company - Anthony Alosi - 714-250-8301,0011N00001FFq1aQAD
Ridgeview Terrace Affordable Housing Inc - Business - 415-821-7440,0011N00001FFq1bQAD
"Pleasant Terrace Apartments, Llc -  - 414-225-4416",0011N00001FFq1cQAD
B Properties - The Meadows LLC -  - 361-854-0963,0011N00001FFq1dQAD
8200-8300 Franklin Blvd -  - 216-961-9690,0011N00001FFq1eQAD
"ASC Property Management, Inc. -  - 870-382-5141",0011N00001FFq1fQAD
Marcus & Millichap-Ontario - Business,0011N00001FFq1gQAD
Dome District Apartments Inc -  - 727-821-4819,0011N00001FFq1hQAD
"Sanraf Associates, A Ca Limited Partnership -  - 415-459-4020",0011N00001FFq1iQAD
United Commercial Bank - ,0011N00001FFq1jQAD
FRYE PROPERTIES INC. -  - 757-627-1980,0011N00001FFq1kQAD
Danville Development Corporation -  - 801-316-1107,0011N00001FFq1lQAD
Good Shepherd Manor Inc - Selwyn Jones - 323-293-3762,0011N00001FFq1mQAD
"Pathway Homes, Inc. -  - 703-876-0390",0011N00001FFq1nQAD
Montgomery Housing Partnership - Robert Goldman - 301-622-2400,0011N00001FFq1oQAD
"Park Center, INC -  - 615-516-4767",0011N00001FFq1pQAD
Girard Manor Associates Ltd -  - 330-369-1533,0011N00001FFq1qQAD
"Trinity Towers Limited Partnership, L.p. - Thomas Slemmer - 614-451-2151",0011N00001FFq1rQAD
Civitan Housing Corporation -  - 501-776-0691,0011N00001FFq1sQAD
A & B Apartments Llc - Abraham Broukha - 213-219-1665,0011N00001FFq1tQAD
"Village Apartments of Cherry Hill , NJ , Inc. -  - 856-424-7913",0011N00001FFq1uQAD
Lori Williamson - Ronald Williamson - 949-500-0771,0011N00001FFq1vQAD
"Lakeland Apartments, L.p. -  - 734-241-2420",0011N00001FFq1wQAD
"Silverheels Property Management, Llc -  - 740-374-8150",0011N00001FFq1xQAD
Carmalor Nebraska L.P. -  - 619-449-8293,0011N00001FFq1yQAD
Allied Residential - Business - 425-226-5150,0011N00001FFq1zQAD
"Holie Of West Allis, Inc. -  - 414-421-3543",0011N00001FFq20QAD
"ARC of Union County, Inc. -  - 973-315-0028",0011N00001FFq21QAD
The Benjamin Companies - Russell Mohr - 516-745-0150,0011N00001FFq22QAD
River Cities Redevelopment Llc -  - 920-424-1450,0011N00001FFq23QAD
Berkadia Commercial Mortgage - David Bleiweiss - 949-622-9263,0011N00001FFq24QAD
Nicholas George -  - 716-284-6655,0011N00001FFq25QAD
"Principal Management Group, Inc. -  - 214-368-4030",0011N00001FFq26QAD
Housing Development Corporation -  - 256-236-1575,0011N00001FFq27QAD
Truman Park Associates - Robert Rowan,0011N00001FFq28QAD
"South Falls Apartments, A Limited Partnership -  - 320-252-6262",0011N00001FFq29QAD
Loveland Housing Authority - LOVELAND AUTHORITY - 970-667-3232,0011N00001FFq2AQAT
Interstate Realty Management Co - Business - 856-596-0500,0011N00001FFq2BQAT
Landmark Realty - Gary Hartunian - 818-753-1550,0011N00001FFq2CQAT
Oak Ridge Manor Apartments of Melrose LP -  - 320-255-1719,0011N00001FFq2DQAT
"Bay West Interests LLC, a Delaware - Delaware Int - 847-827-9666",0011N00001FFq2EQAT
"Ecg Hoover, Llc -  - 615-891-5516",0011N00001FFq2FQAT
"A.h.i. Real Estate Properties, Inc. -  - 305-293-4800",0011N00001FFq2GQAT
"Methodist Towers, Inc -  - 814-456-1783",0011N00001FFq2HQAT
Meruelo Enterprises - Armando Delgado - 562-745-2300,0011N00001FFq2IQAT
WEST SUBURBAN ASSOCIATION FOR THE RETARDED -  - 630-629-5212,0011N00001FFq2JQAT
"METHOUSE,INC. - INC METH - 412-461-2993",0011N00001FFq2KQAT
Catholic Charities -  - 563-556-2580,0011N00001FFq2LQAT
"Gibb Marianna Village, Inc. -  - 850-576-7145",0011N00001FFq2MQAT
Housing Authority of the City of Hope -  - 870-777-5742,0011N00001FFq2NQAT
"Green River  MH/MR Board, Inc. -  - 270-689-6500",0011N00001FFq2OQAT
W D Finale Inc - ,0011N00001FFq2PQAT
Betty Pham - Tuan Pham - 714-848-7717,0011N00001FFq2QQAT
"Bgroup6, Llc -  - 715-718-0449",0011N00001FFq2RQAT
New Mount Olive Baptist Church - Andrew Williams - 954-629-2124,0011N00001FFq2SQAT
Richard Bradley -  - 352-334-4060,0011N00001FFq2TQAT
"Lutheran Social Services of the Virgin Islands, In -  - 340-772-4099",0011N00001FFq2UQAT
"Villa Santa Maria, Inc. -  - 972-241-1272",0011N00001FFq2VQAT
Apartment Realty Advisors - Curtis Gardner,0011N00001FFq2WQAT
Stefka Agency -  - 308-532-1332,0011N00001FFq2XQAT
Accessible Housing Inc. -  - 419-423-3755,0011N00001FFq2YQAT
"TREVECCA TOWERS, INC - Ronald Jones - 615-351-7708",0011N00001FFq2ZQAT
Barcelon Associates Inc - Barry Cammer - 925-627-7000,0011N00001FFq2aQAD
Sandra J Jones - William Jones - 714-680-3900,0011N00001FFq2bQAD
TECHNICAL PLANNING & MANAGEMENT COMPANY -  - 802-496-9400,0011N00001FFq2cQAD
Pride Dev Corp/pride Of The Valley Masonic Cl -  - 513-821-5324,0011N00001FFq2dQAD
Alexis Apt of St Patricks Parish - Ed Dura - 415-495-3690,0011N00001FFq2eQAD
Trinty Episcopal Church - Jack - 970-330-1877,0011N00001FFq2fQAD
TX Lulac Village Housing Lp - Manuel Gonzalez - 310-264-9393,0011N00001FFq2gQAD
"Christ The King Housing II, Inc. - John Weir - 813-781-2227",0011N00001FFq2hQAD
Mental Health Assoc. of Benton County -  - 541-753-9219,0011N00001FFq2iQAD
Oneunited Bank - ,0011N00001FFq2jQAD
Wheat Street Towers Llc - Eric Borders - 404-766-6056,0011N00001FFq2kQAD
BLVD Capital - George Saad - ,0011N00001FFq2lQAD
"Congregate Living Opportunities, Inc. -  - 785-233-2566",0011N00001FFq2mQAD
Human Solutions Inc - Carla Piluso - 503-548-0200,0011N00001FFq2nQAD
Janets Lee - Young Lee - 714-724-2005,0011N00001FFq2oQAD
"Summerfield Homes, Llc -  - 614-224-8446",0011N00001FFq2pQAD
"MERIDIAN GROUP, INC. -  - 608-836-2911",0011N00001FFq2qQAD
Terrace Ridge Assoc. Limited -  - 818-808-0600,0011N00001FFq2rQAD
Alpha-Alliance Housing Corporation -  - 330-376-8787,0011N00001FFq2sQAD
"WOODSIDE STOCK FARM A MONTANA, CORP -  - 406-961-5600",0011N00001FFq2tQAD
Residential Life LLC -  - 267-207-1475,0011N00001FFq2uQAD
The Lawson Companies - LLLP Pleasa - 757-499-6161,0011N00001FFq2vQAD
Price Edwards & Company -  - 405-843-7474,0011N00001FFq2wQAD
Sciarra and Nick Partners -  - 201-356-9137,0011N00001FFq2xQAD
"Knudson Management Co., Inc. -  - 712-328-2222",0011N00001FFq2yQAD
Center Management Corporation -  - 574-254-5655,0011N00001FFq2zQAD
Hutton Companies - Christopher Felix - 714-921-1200,0011N00001FFq30QAD
DWELLING PLACE OF GRAND RAPIDS INC -  - 616-454-0928,0011N00001FFq31QAD
PARKVIEW VILLAGE INC. -  - 402-228-4183,0011N00001FFq32QAD
Russell Mcfarland - Edward Farland - 760-346-2933,0011N00001FFq33QAD
TAMARACK PROPERTY  MANAGEMENT  CO. -  - 406-252-3773,0011N00001FFq34QAD
"Oakland Estates Apartments, Inc. -  - 574-234-9923",0011N00001FFq35QAD
"Southwestern Estates, Lp
jason Mattox -  - 573-448-3000",0011N00001FFq36QAD
"Monroe Associates, Ltd. - Jerry Sisson - 901-759-1855",0011N00001FFq37QAD
Main Street Management - Garce Obrien - 714-891-8965,0011N00001FFq38QAD
"LSS Manor, Inc. - Lake Geneva -  - 414-281-4400",0011N00001FFq39QAD
Cdah Management Llc -  - 208-664-2680,0011N00001FFq3AQAT
"Golden Age Retirement Village II, LP - LP Gold",0011N00001FFq3BQAT
Mosaic -  - 402-896-3884,0011N00001FFq3CQAT
CHDC-Clinton Housing Development Company - Larry Lipton - 585-437-7390,0011N00001FFq3DQAT
"LUTHERAN MANOR OF THE LEHIGH VALLEY, INC. - Paul Florenz - 610-866-6010",0011N00001FFq3EQAT
"Community Concepts, Inc. -  - 205-944-3903",0011N00001FFq3FQAT
Pacific Rim Housing Corporation - Jose Marquez - 626-396-1010,0011N00001FFq3GQAT
Ansonia LVE LP - Barclay Welch - 312-492-8866,0011N00001FFq3HQAT
Fowler Communities -  - 214-827-0813,0011N00001FFq3IQAT
Egida Colegio de Ingenieros Inc. -  - 809-720-4647,0011N00001FFq3JQAT
Inland Group - Keith James - 509-321-3218,0011N00001FFq3KQAT
Dorchester Management LLC -  - 404-775-0732,0011N00001FFq3LQAT
HUGO HOUSING AUTHORITY - ,0011N00001FFq3MQAT
"NOWATA GARDENS APTS., INC. -  - 405-224-9222",0011N00001FFq3NQAT
Cabouchon Properties Llc - Stephen Mattoon - 415-433-2000,0011N00001FFq3OQAT
"Parkside Manor, Inc. -  - 330-743-9275",0011N00001FFq3PQAT
Freedom Place Apartments LDHA LP - Freedom LP - 248-355-6800,0011N00001FFq3QQAT
"Gracehill, Llc, An Idaho Limited Liability Company -  - 208-343-8877",0011N00001FFq3RQAT
"Cove Homes, Incorporated -  - 401-885-2610",0011N00001FFq3SQAT
"Bay Minette Voa Housing, Inc. -  - 251-666-4431",0011N00001FFq3TQAT
Addison County Community Action -  - 802-388-3608,0011N00001FFq3UQAT
Redwood Housing Partners - Jeff Green - 415-691-7470,0011N00001FFq3VQAT
"ST. LUKES HOUSE, INC. -  - 301-493-0047",0011N00001FFq3WQAT
"MANSFIELD RETIREMENT COMMUNITY, INC. - INC MANSF - 860-429-9933",0011N00001FFq3XQAT
"South Central Housing, Inc. -  - 812-337-2349",0011N00001FFq3YQAT
"Belmont Properties, Inc. -  - 740-942-8885",0011N00001FFq3ZQAT
Albany Association For Retarded Citizens -  - 912-888-6852,0011N00001FFq3aQAD
"Housefixers, Inc -  - 402-269-2231",0011N00001FFq3bQAD
"Lincoln County Opportunity Co., Inc. -  - 304-824-3448",0011N00001FFq3cQAD
Eleos Senior Services Inc - Business - 972-386-4442,0011N00001FFq3dQAD
Frye Properties Inc - STUART ASSOCIATES - 757-627-1980,0011N00001FFq3eQAD
"WEST CENTRAL II, INC. -  - 308-345-1542",0011N00001FFq3fQAD
MARTINAL MANAGEMENT CORPORATION -  - 787-725-5353,0011N00001FFq3gQAD
"Old Farm Village, Ltd. -  - 419-526-0466",0011N00001FFq3hQAD
Senior Christian Living Foundation - Cassie Boykins,0011N00001FFq3iQAD
Wavercrest Management Team - Bishop Jenik - 718-367-3200,0011N00001FFq3jQAD
Cerebral Palsy Of Mideast Wisc -  - 920-424-4071,0011N00001FFq3kQAD
Geoffrey Nichols -  - 802-457-1322,0011N00001FFq3lQAD
"POLINGER, SHANNON AND LUCHS COMPANY -  - 301-907-7538",0011N00001FFq3mQAD
Decon Realty & Management Co. -  - 401-272-6633,0011N00001FFq3nQAD
SOUTHERN MANAGEMENT CORPORATION -  - 870-933-7076,0011N00001FFq3oQAD
Chicago Title - Karen Price - 949-724-3113,0011N00001FFq3pQAD
3639 N. Pine Grove Apartments - Andrew Rubin - 847-913-0303,0011N00001FFq3qQAD
Claremont Companies -  - 508-279-4300,0011N00001FFq3rQAD
"On With Life, Inc. -  - 515-965-1339",0011N00001FFq3sQAD
"Trevecca Towers I, Inc - Edward Whittington - 615-351-7703",0011N00001FFq3tQAD
Affinity Management - BENJAMIN FISCHMAN - 646-296-1152,0011N00001FFq3uQAD
Torelli Investment Realty - Guy Torelli - 949-862-1000,0011N00001FFq3vQAD
"BLUEGRASS REGIONAL MH/MR BOARD, INC. -  - 859-253-1686",0011N00001FFq6rQAD
ADIRONDACK HOUSING DEVELOPMENT FUND CO. INC. -  - 518-594-7249,0011N00001FFq6sQAD
Fort Defiance Housing Corporation -  - 505-821-0193,0011N00001FFq6tQAD
Rockbridge Area Community Services -  - 540-261-7781,0011N00001FFq6uQAD
Steven Shenefield -  - 641-774-5227,0011N00001FFq6vQAD
SHADY OAKS GHA HOUSING -  - 512-863-5565,0011N00001FFq6wQAD
Glenburn Village Cooperative -  - 937-236-2602,0011N00001FFq6xQAD
"L&L Holding Company, - David Berkey - 323-860-4900",0011N00001FFq6yQAD
Housing Authority of the City of Cotton Plant -  - 870-459-2531,0011N00001FFq6zQAD
"Danner Manor, Llc -  - 937-684-8347",0011N00001FFq70QAD
Corona Del Valle Limited Partnership -  - 512-469-9059,0011N00001FFq71QAD
Oceanside Affordable Housing Llc - Case Hoogendoorn - 312-786-2250,0011N00001FFq72QAD
Mgm property management - Kevin Morse - 219-951-4322,0011N00001FFq73QAD
Thompson Construction - Richard Thompson - 405-273-8483,0011N00001FFq74QAD
"Westbeth Corp. HDFC, Inc. - Carmi Bee - 718-783-6393",0011N00001FFq75QAD
Captial District Apartments LLC - LAS LLC - 518-489-4726,0011N00001FFq76QAD
"Sand Property Management, LLC -  - 320-202-3100",0011N00001FFq77QAD
Osage Senior Villas Lp - Danielle Bennett,0011N00001FFq78QAD
WLC HOUSE INC -  - 617-773-5483,0011N00001FFq79QAD
Maximum Accessible Housing-Avon -  - 440-233-6564,0011N00001FFq7AQAT
"JT Cypresswood, Lp -  - 229-242-7759",0011N00001FFq7BQAT
"Multi-Family Management Ministries, Inc. -  - 281-298-7999",0011N00001FFq7CQAT
Peergroup Corporation - Business - 714-281-8868,0011N00001FFq7DQAT
GOODWILL PLAZA INC -  - 412-257-4847,0011N00001FFq7EQAT
"Paoli Garden Apartments, Llc -  - 614-552-5924",0011N00001FFq7FQAT
"Baptist Homes of Western PA, Inc -  - 412-572-8259",0011N00001FFq7GQAT
La Mirada Plaza Investorsltd - Business - 909-336-2129,0011N00001FFq7HQAT
Assn. for Individual Develop. -  - 630-966-4000,0011N00001FFq7IQAT
PHR Woodlands Properties LLC -  - 225-766-3977,0011N00001FFq7JQAT
Lupine Housing Inc - Business - 831-649-4522,0011N00001FFq7KQAT
Virgina Buccella - Franklin Buccella - 714-840-2545,0011N00001FFq7LQAT
JONES HALL ASSOCIATES - Albert Fuerstein - 201-435-7631,0011N00001FFq7MQAT
GSF Properties Inc - Business - 559-440-1974,0011N00001FFq7NQAT
Williams Land Corporation - Bill Williams - 304-741-6655,0011N00001FFq7OQAT
Ayer Housing Authority -  - 978-772-2771,0011N00001FFq7PQAT
Housing Authority of Elizabethtown -  - 502-765-2092,0011N00001FFq7QQAT
M2 Property Group LLC -  - 773-588-7767,0011N00001FFq7RQAT
Princeton Properties - TERRY FLAHIVE - 603-472-5338,0011N00001FFq7SQAT
"MENTAL HEALTH ASSOCIATION PINECREST PLACE, INC. -  - 316-685-1821",0011N00001FFq7TQAT
"Justus Property Management, Inc. -  - 574-773-2910",0011N00001FFq7UQAT
AGM Management LLC -  - 248-689-9988,0011N00001FFq7VQAT
Carbrook Management Corp - Gitel Fischer - 718-773-6600,0011N00001FFq7WQAT
"DELFINO, A & WDBA  TRI-D REALTY CO. -  - 860-583-2430",0011N00001FFq7XQAT
WRC Community -  - 814-849-1205,0011N00001FFq7YQAT
Column Financial Inc - ,0011N00001FFq7ZQAT
Council for Jewish Elderly - Council Elderly - 773-508-1000,0011N00001FFq7aQAD
Newport Development - John Carroll - 949-923-7812,0011N00001FFq7bQAD
Longmont Housing Authority - The Crossing - 303-442-6380,0011N00001FFq7cQAD
Coshocton Area Housing Corporation -  - 740-622-7365,0011N00001FFq7dQAD
Supported Housing Management Corp. -  - 815-965-0683,0011N00001FFq7eQAD
"Fairview Arms Housing, Inc., -  - 503-548-0225",0011N00001FFq7fQAD
Paul S Hemmick - Sally Dorsey - 949-718-3666,0011N00001FFq7gQAD
"Faith Manor Apartments, Inc. -  - 262-242-2878",0011N00001FFq7hQAD
Colonial Square of Amsterdam LLC - Colonial LLC - 315-337-1401,0011N00001FFq7iQAD
Tamarack Property Management CO -  - 406-252-3907,0011N00001FFq7jQAD
North 44 -  - 612-861-8526,0011N00001FFq7kQAD
Cityview - Richie Butler - 310-566-8700,0011N00001FFq7lQAD
"Gwinnett County Residential Services, Inc. -  - 770-676-2000",0011N00001FFq7mQAD
"OAKS PROPERTIES, LLC -  - 612-874-1102",0011N00001FFq7nQAD
INGLESIDE HOMES INC. -  - 302-575-0250,0011N00001FFq7oQAD
"Delta Development of WNY, Inc. -  - 716-847-1635",0011N00001FFq7pQAD
"Greater Malboro Programs, Inc. -  - 508-485-4227",0011N00001FFq7qQAD
Laneco Inc.. -  - 740-653-8822,0011N00001FFq7rQAD
UpWork - Christine Asher - 314-675-8885,0011N00001FFq7sQAD
BFC Partners - Winthrop Wharton - 718-422-9999,0011N00001FFq7tQAD
"LAKE COMO CHURCH OF CHRIST, COMM. OF HOPE,INC -  - 817-738-9096",0011N00001FFq7uQAD
SAINT ALBANS HOUSING CORP - Lyndell Core - 703-741-3788,0011N00001FFq7vQAD
Klingbeil Capital Management - James Klingbeil - 415-398-3590,0011N00001FFq7wQAD
"Hamilton Valley Management, Inc. -  - 512-756-6809",0011N00001FFq7xQAD
CENTRAL PA DEVELOPMENT CORPORATION -  - 814-765-1551,0011N00001FFq7yQAD
CLASS LTD -  - 620-429-1212,0011N00001FFq7zQAD
Nishna Productions Inc. -  - 712-246-1242,0011N00001FFq80QAD
Nevada Rural Housing Authority - Nevada Authority - 775-887-1795,0011N00001FFq81QAD
Sandy Johnston -  - 662-454-3840,0011N00001FFq82QAD
Yorktowne Farms Associates -  - 317-241-4053,0011N00001FFq83QAD
"TM Associates Management, Inc. - Bob Margolis - 240-683-0300",0011N00001FFq84QAD
Town & Country - Brian Singer - 949-280-0800,0011N00001FFq85QAD
L.P. Associates -  - 860-610-0123,0011N00001FFq86QAD
"shades development group, llc -  - 609-457-0970",0011N00001FFq87QAD
Mariners Escrow - Brian Foxcroft - 949-719-2113,0011N00001FFq88QAD
Victoria A Brown - Robert Brown - 949-863-7360,0011N00001FFq89QAD
"Bal Properties, Llc -  - 414-273-8326",0011N00001FFq8AQAT
"R.L.W. Management, Inc. -  - 207-498-3097",0011N00001FFq8BQAT
Pickens Affordable Housing LLC - Pickens LLC - 404-364-2937,0011N00001FFq8CQAT
Housing Authority Of Gallatin County -  - 618-269-3080,0011N00001FFq8DQAT
"NATIONAL CHURCH RESIDENCES OF STAMFORD CT, INC. -  - 614-451-2151",0011N00001FFq8EQAT
Marion Green Limited Partnership -  - 614-481-8106,0011N00001FFq8FQAT
"Del Rio Rotary Housing, Inc. -  - 830-768-2295",0011N00001FFq8GQAT
Berkadia Real Estate Advisors - Mark Boyce - 843-628-3765,0011N00001FFq8HQAT
LONGLEY JONES MANAGEMENT CORPORATION -  - 315-424-0200,0011N00001FFq8IQAT
The Capper Foundation -  - 620-221-1119,0011N00001FFq8JQAT
Marilyn Barsana - James Barsana - 562-865-2992,0011N00001FFq8KQAT
"JEWISH ASSOCIATION FOR SPECIAL NEEDS, INC -  - 973-763-8018",0011N00001FFq8LQAT
"Champlain Housing Trust, Inc. -  - 802-861-7361",0011N00001FFq8MQAT
"Diocesan Care Management, Inc. -  - 217-528-1771",0011N00001FFq8NQAT
Ludwig and Company -  - 847-263-6200,0011N00001FFq8OQAT
Spokane Baptist Association Homes Inc - Glen Pierce - 509-489-7612,0011N00001FFq8PQAT
Opa Locka Housing Lp - Todd Menowitz - 516-626-7851,0011N00001FFq8QQAT
Satellite Mangment - Roland Jensen - 714-558-2411,0011N00001FFq8RQAT
Wesley Strawbridge L.P. - Wesley LP - 703-642-3830,0011N00001FFq8SQAT
City Of West Bend Housing Authority -  - 262-338-0771,0011N00001FFq8TQAT
"Westmont Parkwood Properties, L.L.C. - LLC Westm - 801-627-4168",0011N00001FFq8UQAT
LRC Realty Inc. -  - 330-253-6958,0011N00001FFq8VQAT
"St. Elizabeth Place, Providence - STEVEN HOROWITZ - 401-471-6060",0011N00001FFq8WQAT
Riverside Apartments -  - 850-875-1776,0011N00001FFq8XQAT
"C.S. Management, Inc. -  - 337-989-0104",0011N00001FFq8YQAT
"Shelter Properties, LLC -  - 410-962-0595",0011N00001FFq8ZQAT
Armenia-Eddy Apartments Inc. -  - 813-272-2244,0011N00001FFq8aQAD
"Gilead IIi, Inc., C/o Zion Lutheran Church -  - 920-235-4430",0011N00001FFq8bQAD
SUNSET HOUSE INC -  - 269-673-4681,0011N00001FFq8cQAD
Estate Planning Team - John Paton - 626-975-9716,0011N00001FFq8dQAD
Urban Dekalb Limited Partnership - Urban Partnership - 207-829-9200,0011N00001FFq8eQAD
Housing America Corporation - Business - 928-627-4221,0011N00001FFq8fQAD
HOUSING AUTHORITY OF THE TOWN OF COVENTRY -  - 203-742-5518,0011N00001FFq8gQAD
Building Partnership Llc - David Buster - ,0011N00001FFq8hQAD
Alpha Property Management - Tim English - 323-231-4174,0011N00001FFq8iQAD
Greenleaf Properties Inc  d/b/a Woodlawn Care Cent -  - 603-863-1020,0011N00001FFq8jQAD
Unithree Investment Corp -  - 718-313-1760,0011N00001FFq8kQAD
"LORAINE SENIOR CITIZENS, INC. -  - 325-737-2711",0011N00001FFq8lQAD
Tarkiln Park Partners LLC -  - 732-447-4222,0011N00001FFq8mQAD
"Marc Vi, Inc. -  - 478-477-7764",0011N00001FFq8nQAD
Croix Management Co. -  - 651-465-6841,0011N00001FFq8oQAD
Keyway Management Company -  - 515-225-4782,0011N00001FFq8pQAD
Goodwill Industries Of Madison Special Living Arra -  - 608-246-3140,0011N00001FFq8qQAD
Consolidated Area Housing Authority Of Sutter Coun -  - 530-671-0220,0011N00001FFq8rQAD
A Community Of Friends Inc - Robert Sanborn - 213-480-0809,0011N00001FFq8sQAD
Pennington County Housing and Redevelopment Commis -  - 605-394-5350,0011N00001FFq8tQAD
"MONMOUTH COUNCIL #9 CIVIL SVC HSG CORP, INC. - Peter Avakian - 732-620-2976",0011N00001FFq8uQAD
"LMV II AFFORDABLE, L.P. -  - 949-753-0555",0011N00001FFq8vQAD
"Union Village, Inc. -  - 513-494-1055",0011N00001FFq8wQAD
V & V Development Corporation -  - 585-343-2356,0011N00001FFq8xQAD
Better Property Management - Rebecca - 562-498-0159,0011N00001FFq8yQAD
B.F.R. REALTY -  - 508-879-1310,0011N00001FFq8zQAD
"Fairville Management Company, LLC -  - 302-489-2000",0011N00001FFq90QAD
Harris Greene Llp - Lee Harirs - 949-851-6277,0011N00001FFq91QAD
Braemar Management - Joel Congelliere - 805-374-7918,0011N00001FFq92QAD
Catholic Charities of The Souyhern Tier- Gateways -  - 607-734-9784,0011N00001FFq93QAD
Springfield Holdings LLC -  - 914-632-1230,0011N00001FFq94QAD
"Lilac Grove Apartments, Inc. -  - 715-394-6617",0011N00001FFq95QAD
"COMMUNITY ENTRY SERVICES, INC. -  - 307-856-5576",0011N00001FFq96QAD
Catholic Health Services - ,0011N00001FFq97QAD
Cion Housing Services -  - 505-452-1553,0011N00001FFq98QAD
"Peace Dale United Church Housing, Inc. - Linda Redmond - 401-789-5359",0011N00001FFq99QAD
DPS Ridgewood Llc -  - 813-288-6988,0011N00001FFq9AQAT
ST Bernardine Plaza Corp - Bishop Barnes - 909-475-5300,0011N00001FFq9BQAT
ASI Dakota County Incorporated -  - 651-645-7271,0011N00001FFq9CQAT
Washington Square Housing Dev. Corp. - ,0011N00001FFq9DQAT
Wisteria View Housing Corp - Dennis Shibata - 206-284-8972,0011N00001FFq9EQAT
Creative Housing V -  - 614-418-7725,0011N00001FFq9FQAT
Sapphire Lutheran homes -  - 406-363-2800,0011N00001FFq9GQAT
New Williamsburg Square Ltd. -  - 740-653-3583,0011N00001FFq9HQAT
"Pfister & Company, Inc. -  - 812-232-5083",0011N00001FFq9IQAT
YMCA OF Metropolitan Chicago Foundation - Richard Malone - 847-784-8384,0011N00001FFq9JQAT
Lasalle National Bank - ,0011N00001FFq9KQAT
"Ashton Lenox Apartments, Llc -  - 949-440-2310",0011N00001FFq9LQAT
Berkadia -  - 916-769-7768,0011N00001FFq9MQAT
"Wesley Group Home I, Inc. -  - 561-784-2996",0011N00001FFq9NQAT
Subsidized Housing Corporation - Juan Hernandez - 562-944-3858,0011N00001FFq9OQAT
"Western States Hallettsville, Ltd. -  - 214-842-8075",0011N00001FFq9PQAT
Fred Finch Youth Center - Business - 510-482-2244,0011N00001FFq9QQAT
"LADACIN Network, Inc. -  - 732-493-5900",0011N00001FFq9RQAT
Cedaraple Llc - Charles Maple - 323-684-7800,0011N00001FFq9SQAT
Littleton Housing Authority - Littleton Authority - 303-794-9608,0011N00001FFq9TQAT
"Sussex Court Residential Services, Inc. -  - 770-676-2000",0011N00001FFq9UQAT
S & S Property Management - Business - 714-961-1328,0011N00001FFq9VQAT
Seton Coshocton -  - 614-224-1221,0011N00001FFq9WQAT
Oakleaf Real Estate Management Company -  - 712-252-2201,0011N00001FFq9XQAT
"ASI-BRAINERD, INC. -  - 651-645-7271",0011N00001FFq9YQAT
NELIGH HOUSING AUTHORITY -  - 402-887-4912,0011N00001FFq9ZQAT
MERCY-DOUGLASS HUMAN SERVICES AFFILIATE -  - 215-386-1808,0011N00001FFq9aQAD
Aloha Property Mgmt Llc - Mark Poochigian - 949-760-6029,0011N00001FFq9bQAD
Classic Home Builders -  - 423-559-8090,0011N00001FFq9cQAD
"Eastcare II, Inc. -  - 937-496-2000",0011N00001FFq9dQAD
St. Nicks Alliance Corp -  - 718-388-5454,0011N00001FFq9eQAD
"BELMONT HOUSING RESOURCES FOR WNY, INC. -  - 716-884-7791",0011N00001FFq9fQAD
The Garibaldi Company -  - 209-955-0535,0011N00001FFq9gQAD
The Management Works - Chip Robinson - 949-644-2063,0011N00001FFq9hQAD
"Venture Associates, LLC -  - 307-751-7210",0011N00001FFq9iQAD
Better Quality Management Corporation -  - 860-231-6255,0011N00001FFq9jQAD
"Mt. Zion Sheltering Arms For The Elderly, Inc. -  - 210-225-7111",0011N00001FFq9kQAD
Harrison Bryant Kearney Cooley Inc - Reynaud Wallace - 559-417-1983,0011N00001FFq9lQAD
Charleston U S LLC -  - 217-348-1212,0011N00001FFqChQAL
COTTONWOOD TRAIL INC -  - 785-842-1650,0011N00001FFqCiQAL
Decatur First Baptist Church - Louann Brown - 404-290-9037,0011N00001FFqCjQAL
